status,bed,bath,acre_lot,city,state,zip_code,house_size,price
0,1.0,1,20.2,1,0,1095,1751,299000
1,1.0,2,0.28,2,0,1030,1060,300000
0,4.0,2,0.16,3,0,1105,1402,199900
0,5.0,1,0.13,4,0,1040,1327,300000
0,3.0,1,0.13,5,0,1089,1715,299000
1,2.0,2,0.48,6,0,1106,1844,825000
0,5.0,2,0.11,3,0,1108,1826,299900
0,4.0,1,0.21,7,0,1013,1368,474500
0,5.0,2,0.16,7,0,1020,1074,375000
0,3.0,2,0.18,3,0,1118,1678,299000
0,1.0,1,0.5,2,0,1030,1894,760000
1,3.0,1,0.48,3,0,1119,1841,329900
0,4.0,2,0.07,8,0,1056,1462,84900
1,2.0,2,0.07,8,0,1056,1521,84900
0,4.0,2,0.25,7,0,1020,1317,330000
0,5.0,2,0.57,3,0,1103,1384,65000
1,5.0,2,0.14,9,0,1062,1345,105000
0,2.0,2,1.94,9,0,1060,1004,50000
1,4.0,2,1.07,10,0,1036,1087,349900
1,3.0,1,1.08,11,0,1033,1324,346000
0,3.0,2,0.23,12,0,1028,1878,249900
0,1.0,2,0.33,4,0,1040,1887,225000
0,3.0,2,0.64,1,0,1095,1064,350000
1,5.0,2,0.6,13,0,1085,1045,375000
0,1.0,1,0.41,3,0,1118,1542,250000
0,3.0,2,0.22,3,0,1129,1519,249900
1,2.0,1,0.13,3,0,1108,1724,285000
0,3.0,1,0.33,7,0,1020,1399,299999
1,4.0,1,0.19,3,0,1118,1838,239000
1,1.0,1,0.58,12,0,1028,1305,485000
0,3.0,1,1.1,1,0,1095,1175,569000
0,5.0,2,0.65,5,0,1089,1932,299000
0,1.0,1,0.12,3,0,1104,1135,225000
1,5.0,2,0.39,14,0,1002,1362,880000
1,3.0,2,0.46,9,0,1062,1956,319000
0,2.0,2,0.69,6,0,1106,1651,674900
0,4.0,2,0.23,8,0,1056,1263,324900
0,4.0,2,0.23,7,0,1020,1121,389999
0,1.0,1,0.08,3,0,1151,1797,399000
1,1.0,1,0.51,7,0,1020,1592,299900
0,1.0,2,0.12,13,0,1085,1847,269900
1,2.0,1,0.69,6,0,1106,1436,649900
0,4.0,2,1.28,14,0,1002,1103,232000
0,4.0,2,3.04,14,0,1002,1983,975000
0,2.0,2,1.17,15,0,1027,1650,399000
0,5.0,1,2.9,16,0,1057,1698,799900
0,4.0,2,1.92,13,0,1085,1916,60000
0,3.0,1,0.62,17,0,1071,1035,250000
1,1.0,1,0.34,3,0,1129,1407,190000
0,2.0,2,0.34,2,0,1001,1687,180000
0,2.0,2,0.11,8,0,1056,1558,299500
0,3.0,2,0.14,3,0,1104,1128,225000
0,2.0,2,0.4,18,0,1075,1065,224900
0,1.0,1,1.39,2,0,1001,1423,169900
0,5.0,1,1.36,19,0,1073,1405,1249900
1,3.0,2,0.14,3,0,1108,1435,190000
0,5.0,2,0.28,7,0,1013,1926,240000
1,1.0,1,0.38,12,0,1028,1336,279000
0,3.0,1,0.23,7,0,1020,1845,399900
1,4.0,1,0.3,4,0,1040,1050,365000
0,5.0,1,2.52,1,0,1095,1617,650000
1,1.0,2,0.11,7,0,1013,1139,374900
0,2.0,2,0.12,3,0,1104,1970,284999
0,4.0,1,0.12,9,0,1060,1343,489900
0,1.0,2,0.29,3,0,1119,1429,239900
0,3.0,2,0.41,15,0,1027,1740,579900
0,3.0,1,0.3,18,0,1075,1379,295000
0,2.0,2,0.14,9,0,1062,1827,499000
0,1.0,2,0.56,14,0,1002,1331,745000
0,2.0,1,0.23,4,0,1040,1108,339000
0,1.0,1,0.22,7,0,1013,1572,269900
0,5.0,1,0.23,20,0,1007,1002,229900
0,4.0,1,0.31,20,0,1007,1328,215000
0,4.0,1,0.32,3,0,1119,1763,275000
1,2.0,1,1.54,9,0,1062,1786,525000
0,4.0,1,0.62,6,0,1106,1434,699900
1,5.0,2,0.11,3,0,1104,1396,325000
1,4.0,2,0.67,9,0,1060,1435,545000
1,2.0,2,35.0,21,0,1247,1792,29000
1,4.0,1,2.99,22,0,1253,1120,400000
0,1.0,1,0.62,23,0,1237,1455,199900
0,5.0,2,0.13,4,0,1040,1201,175000
0,1.0,2,2.63,21,0,1247,1957,314000
0,2.0,2,3.26,24,0,1050,1600,26900
1,4.0,2,4.49,9,0,1060,1629,1675000
0,3.0,1,3.81,9,0,1062,1206,1395000
0,1.0,2,0.22,25,0,1201,1439,169900
0,2.0,2,0.12,25,0,1201,1246,169900
1,5.0,1,62.0,26,0,1070,1148,649000
1,5.0,2,2.75,27,0,1223,1609,35000
0,1.0,1,2.65,27,0,1223,1936,34999
0,1.0,1,0.24,25,0,1201,1539,264999
0,2.0,1,0.22,15,0,1027,1954,299900
0,3.0,2,0.16,25,0,1201,1505,259900
0,1.0,2,2.0,28,0,1008,1295,24900
0,4.0,1,9.3,29,0,1034,1504,799000
0,1.0,2,1.68,30,0,1220,1379,79900
1,1.0,1,2.09,31,0,1367,1200,28000
1,3.0,1,0.11,30,0,1220,1221,229000
0,3.0,1,0.24,3,0,1107,1844,30000
0,1.0,2,19.66,23,0,1237,1700,149000
0,2.0,2,0.43,25,0,1201,1689,184900
0,2.0,2,0.18,32,0,1267,1400,1040000
0,4.0,2,0.32,23,0,1237,1005,699900
1,2.0,1,82.0,22,0,1253,1547,395000
0,3.0,1,83.0,30,0,1220,1214,495000
1,3.0,2,178.0,23,0,1237,1101,749900
0,3.0,2,0.99,15,0,1027,1868,2650000
0,3.0,2,3.1,22,0,1253,1661,99000
0,2.0,1,0.62,22,0,1253,1444,79900
0,5.0,2,15.8,33,0,1339,1924,89000
0,5.0,2,0.21,22,0,1253,1856,119900
1,3.0,1,1.1,34,0,1270,1137,379990
0,4.0,1,0.81,30,0,1220,1387,250000
1,4.0,1,0.14,35,0,1247,1718,169900
